dispute_number,state_a,state_b,current_year,state_a_code,state_b_code,dyad_pair_code,in_trade_dispute,complainant_a,complainant_b,complainant_c,complainant_d,complainant_e,complainant_f,complainant_g,complainant_h,complainant_i,respondent_a,respondent_b,respondent_c,respondent_d,respondent_e,year_initiated,panel_requested,year_concluded,no_years,mtn2023_category,thirdparty_a,thirdparty_b,thirdparty_c,thirdparty_d,thirdparty_e,thirdparty_f,thirdparty_g,thirdparty_h,thirdparty_i,thirdparty_j,thirdparty_k,thirdparty_l,thirdparty_m,thirdparty_n,thirdparty_o,thirdparty_p,thirdparty_q,thirdparty_r,thirdparty_s,thirdparty_t,thirdparty_u,thirdparty_v,thirdparty_w,thirdparty_x,thirdparty_y,thirdparty_z,thirdparty_aa,thirdparty_ab,thirdparty_ac,thirdparty_ad,thirdparty_ae,thirdparty_af,thirdparty_ag,thirdparty_ah,thirdparty_ai
513,TUR,MOR,2017,TUR2017,MOR2017,MOR2017TUR2017,1,TUR,,,,,,,,,MOR,,,,,2016,Yes,2020,5,L (Minerals and Metals),CHN,EGY,EU,IND,JPN,KZK,ROK,OMA,RUS,SIN,UAE,USA,,,,,,,,,,,,,,,,,,,,,,,
513,TUR,MOR,2018,TUR2018,MOR2018,MOR2018TUR2018,1,TUR,,,,,,,,,MOR,,,,,2016,Yes,2020,5,L (Minerals and Metals),CHN,EGY,EU,IND,JPN,KZK,ROK,OMA,RUS,SIN,UAE,USA,,,,,,,,,,,,,,,,,,,,,,,
513,TUR,MOR,2019,TUR2019,MOR2019,MOR2019TUR2019,1,TUR,,,,,,,,,MOR,,,,,2016,Yes,2020,5,L (Minerals and Metals),CHN,EGY,EU,IND,JPN,KZK,ROK,OMA,RUS,SIN,UAE,USA,,,,,,,,,,,,,,,,,,,,,,,
513,TUR,MOR,2020,TUR2020,MOR2020,MOR2020TUR2020,1,TUR,,,,,,,,,MOR,,,,,2016,Yes,2020,5,L (Minerals and Metals),CHN,EGY,EU,IND,JPN,KZK,ROK,OMA,RUS,SIN,UAE,USA,,,,,,,,,,,,,,,,,,,,,,,
514,BRA,USA,2016,BRA2016,USA2016,BRA2016USA2016,1,BRA,,,,,,,,,USA,,,,,2016,No,2016,1,L (Minerals and Metals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
515,CHN,USA,2016,CHN2016,USA2016,CHN2016USA2016,1,CHN,,,,,,,,,USA,,,,,2016,No,2016,1,W (Not Industry-Specific),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
516,CHN,EU,2016,CHN2016,EU20132016,CHN2016EU20132016,1,CHN,,,,,,,,,EU,,,,,2016,Yes,2020,5,W (Not Industry-Specific),AUL,BAH,CAN,COL,ECU,IND,INS,JPN,KZK,ROK,MEX,NOR,RUS,SAU,TAW,TAJ,TUR,UAE,USA,,,,,,,,,,,,,,,,
516,CHN,EU,2017,CHN2017,EU20132017,CHN2017EU20132017,1,CHN,,,,,,,,,EU,,,,,2016,Yes,2020,5,W (Not Industry-Specific),AUL,BAH,CAN,COL,ECU,IND,INS,JPN,KZK,ROK,MEX,NOR,RUS,SAU,TAW,TAJ,TUR,UAE,USA,,,,,,,,,,,,,,,,
516,CHN,EU,2018,CHN2018,EU20132018,CHN2018EU20132018,1,CHN,,,,,,,,,EU,,,,,2016,Yes,2020,5,W (Not Industry-Specific),AUL,BAH,CAN,COL,ECU,IND,INS,JPN,KZK,ROK,MEX,NOR,RUS,SAU,TAW,TAJ,TUR,UAE,USA,,,,,,,,,,,,,,,,
516,CHN,EU,2019,CHN2019,EU20132019,CHN2019EU20132019,1,CHN,,,,,,,,,EU,,,,,2016,Yes,2020,5,W (Not Industry-Specific),AUL,BAH,CAN,COL,ECU,IND,INS,JPN,KZK,ROK,MEX,NOR,RUS,SAU,TAW,TAJ,TUR,UAE,USA,,,,,,,,,,,,,,,,
516,CHN,EU,2020,CHN2020,EU20202020,CHN2020EU20202020,1,CHN,,,,,,,,,EU,,,,,2016,Yes,2020,5,W (Not Industry-Specific),AUL,BAH,CAN,COL,ECU,IND,INS,JPN,KZK,ROK,MEX,NOR,RUS,SAU,TAW,TAJ,TUR,UAE,USA,,,,,,,,,,,,,,,,
517,USA,CHN,2016,USA2016,CHN2016,CHN2016USA2016,1,USA,,,,,,,,,CHN,,,,,2016,Yes,2022,7,E (Cereals and Food Preparations),AUL,BRA,CAN,ECU,EU,GUA,IND,INS,JPN,KZK,ROK,NOR,RUS,SIN,TAW,UKR,DRV,,,,,,,,,,,,,,,,,,
517,USA,CHN,2017,USA2017,CHN2017,CHN2017USA2017,1,USA,,,,,,,,,CHN,,,,,2016,Yes,2022,7,E (Cereals and Food Preparations),AUL,BRA,CAN,ECU,EU,GUA,IND,INS,JPN,KZK,ROK,NOR,RUS,SIN,TAW,UKR,DRV,,,,,,,,,,,,,,,,,,
517,USA,CHN,2018,USA2018,CHN2018,CHN2018USA2018,1,USA,,,,,,,,,CHN,,,,,2016,Yes,2022,7,E (Cereals and Food Preparations),AUL,BRA,CAN,ECU,EU,GUA,IND,INS,JPN,KZK,ROK,NOR,RUS,SIN,TAW,UKR,DRV,,,,,,,,,,,,,,,,,,
517,USA,CHN,2019,USA2019,CHN2019,CHN2019USA2019,1,USA,,,,,,,,,CHN,,,,,2016,Yes,2022,7,E (Cereals and Food Preparations),AUL,BRA,CAN,ECU,EU,GUA,IND,INS,JPN,KZK,ROK,NOR,RUS,SIN,TAW,UKR,DRV,,,,,,,,,,,,,,,,,,
517,USA,CHN,2020,USA2020,CHN2020,CHN2020USA2020,1,USA,,,,,,,,,CHN,,,,,2016,Yes,2022,7,E (Cereals and Food Preparations),AUL,BRA,CAN,ECU,EU,GUA,IND,INS,JPN,KZK,ROK,NOR,RUS,SIN,TAW,UKR,DRV,,,,,,,,,,,,,,,,,,
517,USA,CHN,2021,USA2021,CHN2021,CHN2021USA2021,1,USA,,,,,,,,,CHN,,,,,2016,Yes,2022,7,E (Cereals and Food Preparations),AUL,BRA,CAN,ECU,EU,GUA,IND,INS,JPN,KZK,ROK,NOR,RUS,SIN,TAW,UKR,DRV,,,,,,,,,,,,,,,,,,
517,USA,CHN,2022,USA2022,CHN2022,CHN2022USA2022,1,USA,,,,,,,,,CHN,,,,,2016,Yes,2022,7,E (Cereals and Food Preparations),AUL,BRA,CAN,ECU,EU,GUA,IND,INS,JPN,KZK,ROK,NOR,RUS,SIN,TAW,UKR,DRV,,,,,,,,,,,,,,,,,,
518,JPN,IND,2016,JPN2016,IND2016,IND2016JPN2016,1,JPN,,,,,,,,,IND,,,,,2016,Yes,2022,7,L (Minerals and Metals),AUL,CHN,EU,INS,KZK,ROK,OMA,QAT,RUS,SIN,TAW,UKR,USA,DRV,,,,,,,,,,,,,,,,,,,,,
518,JPN,IND,2017,JPN2017,IND2017,IND2017JPN2017,1,JPN,,,,,,,,,IND,,,,,2016,Yes,2022,7,L (Minerals and Metals),AUL,CHN,EU,INS,KZK,ROK,OMA,QAT,RUS,SIN,TAW,UKR,USA,DRV,,,,,,,,,,,,,,,,,,,,,
518,JPN,IND,2018,JPN2018,IND2018,IND2018JPN2018,1,JPN,,,,,,,,,IND,,,,,2016,Yes,2022,7,L (Minerals and Metals),AUL,CHN,EU,INS,KZK,ROK,OMA,QAT,RUS,SIN,TAW,UKR,USA,DRV,,,,,,,,,,,,,,,,,,,,,
518,JPN,IND,2019,JPN2019,IND2019,IND2019JPN2019,1,JPN,,,,,,,,,IND,,,,,2016,Yes,2022,7,L (Minerals and Metals),AUL,CHN,EU,INS,KZK,ROK,OMA,QAT,RUS,SIN,TAW,UKR,USA,DRV,,,,,,,,,,,,,,,,,,,,,
518,JPN,IND,2020,JPN2020,IND2020,IND2020JPN2020,1,JPN,,,,,,,,,IND,,,,,2016,Yes,2022,7,L (Minerals and Metals),AUL,CHN,EU,INS,KZK,ROK,OMA,QAT,RUS,SIN,TAW,UKR,USA,DRV,,,,,,,,,,,,,,,,,,,,,
518,JPN,IND,2021,JPN2021,IND2021,IND2021JPN2021,1,JPN,,,,,,,,,IND,,,,,2016,Yes,2022,7,L (Minerals and Metals),AUL,CHN,EU,INS,KZK,ROK,OMA,QAT,RUS,SIN,TAW,UKR,USA,DRV,,,,,,,,,,,,,,,,,,,,,
518,JPN,IND,2022,JPN2022,IND2022,IND2022JPN2022,1,JPN,,,,,,,,,IND,,,,,2016,Yes,2022,7,L (Minerals and Metals),AUL,CHN,EU,INS,KZK,ROK,OMA,QAT,RUS,SIN,TAW,UKR,USA,DRV,,,,,,,,,,,,,,,,,,,,,
519,USA,CHN,2017,USA2017,CHN2017,CHN2017USA2017,1,USA,,,,,,,,,CHN,,,,,2017,No,2017,1,L (Minerals and Metals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
520,USA,CAN,2017,USA2017,CAN2017,CAN2017USA2017,1,USA,,,,,,,,,CAN,,,,,2017,No,2017,1,H (Beverages and Tobacco),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,RUS,EU,2017,RUS2017,EU20132017,EU20132017RUS2017,1,RUS,,,,,,,,,EU,,,,,2017,Yes,2022,6,L (Minerals and Metals),CHN,IND,JPN,ROK,SAU,UKR,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,RUS,EU,2018,RUS2018,EU20132018,EU20132018RUS2018,1,RUS,,,,,,,,,EU,,,,,2017,Yes,2022,6,L (Minerals and Metals),CHN,IND,JPN,ROK,SAU,UKR,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,RUS,EU,2019,RUS2019,EU20132019,EU20132019RUS2019,1,RUS,,,,,,,,,EU,,,,,2017,Yes,2022,6,L (Minerals and Metals),CHN,IND,JPN,ROK,SAU,UKR,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,RUS,EU,2020,RUS2020,EU20202020,EU20202020RUS2020,1,RUS,,,,,,,,,EU,,,,,2017,Yes,2022,6,L (Minerals and Metals),CHN,IND,JPN,ROK,SAU,UKR,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,RUS,EU,2021,RUS2021,EU20202021,EU20202021RUS2021,1,RUS,,,,,,,,,EU,,,,,2017,Yes,2022,6,L (Minerals and Metals),CHN,IND,JPN,ROK,SAU,UKR,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
521,RUS,EU,2022,RUS2022,EU20202022,EU20202022RUS2022,1,RUS,,,,,,,,,EU,,,,,2017,Yes,2022,6,L (Minerals and Metals),CHN,IND,JPN,ROK,SAU,UKR,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,BRA,CAN,2017,BRA2017,CAN2017,BRA2017CAN2017,1,BRA,,,,,,,,,CAN,,,,,2017,Yes,2018,2,U (Transport Equipment),CHN,EU,JPN,RUS,SIN,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
522,BRA,CAN,2018,BRA2018,CAN2018,BRA2018CAN2018,1,BRA,,,,,,,,,CAN,,,,,2017,Yes,2018,2,U (Transport Equipment),CHN,EU,JPN,RUS,SIN,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
523,TUR,USA,2017,TUR2017,USA2017,TUR2017USA2017,1,TUR,,,,,,,,,USA,,,,,2017,Yes,2022,6,L (Minerals and Metals),BRA,CAN,CHN,EU,JPN,KZK,ROK,MEX,RUS,SAU,UAE,,,,,,,,,,,,,,,,,,,,,,,,
523,TUR,USA,2018,TUR2018,USA2018,TUR2018USA2018,1,TUR,,,,,,,,,USA,,,,,2017,Yes,2022,6,L (Minerals and Metals),BRA,CAN,CHN,EU,JPN,KZK,ROK,MEX,RUS,SAU,UAE,,,,,,,,,,,,,,,,,,,,,,,,
523,TUR,USA,2019,TUR2019,USA2019,TUR2019USA2019,1,TUR,,,,,,,,,USA,,,,,2017,Yes,2022,6,L (Minerals and Metals),BRA,CAN,CHN,EU,JPN,KZK,ROK,MEX,RUS,SAU,UAE,,,,,,,,,,,,,,,,,,,,,,,,
523,TUR,USA,2020,TUR2020,USA2020,TUR2020USA2020,1,TUR,,,,,,,,,USA,,,,,2017,Yes,2022,6,L (Minerals and Metals),BRA,CAN,CHN,EU,JPN,KZK,ROK,MEX,RUS,SAU,UAE,,,,,,,,,,,,,,,,,,,,,,,,
523,TUR,USA,2021,TUR2021,USA2021,TUR2021USA2021,1,TUR,,,,,,,,,USA,,,,,2017,Yes,2022,6,L (Minerals and Metals),BRA,CAN,CHN,EU,JPN,KZK,ROK,MEX,RUS,SAU,UAE,,,,,,,,,,,,,,,,,,,,,,,,
523,TUR,USA,2022,TUR2022,USA2022,TUR2022USA2022,1,TUR,,,,,,,,,USA,,,,,2017,Yes,2022,6,L (Minerals and Metals),BRA,CAN,CHN,EU,JPN,KZK,ROK,MEX,RUS,SAU,UAE,,,,,,,,,,,,,,,,,,,,,,,,
524,MEX,COS,2017,MEX2017,COS2017,COS2017MEX2017,1,MEX,,,,,,,,,COS,,,,,2017,Yes,2022,6,C (Fruits and Vegetables),CAN,CHN,EU,SAL,HON,IND,PAN,RUS,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
524,MEX,COS,2018,MEX2018,COS2018,COS2018MEX2018,1,MEX,,,,,,,,,COS,,,,,2017,Yes,2022,6,C (Fruits and Vegetables),CAN,CHN,EU,SAL,HON,IND,PAN,RUS,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
524,MEX,COS,2019,MEX2019,COS2019,COS2019MEX2019,1,MEX,,,,,,,,,COS,,,,,2017,Yes,2022,6,C (Fruits and Vegetables),CAN,CHN,EU,SAL,HON,IND,PAN,RUS,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
524,MEX,COS,2020,MEX2020,COS2020,COS2020MEX2020,1,MEX,,,,,,,,,COS,,,,,2017,Yes,2022,6,C (Fruits and Vegetables),CAN,CHN,EU,SAL,HON,IND,PAN,RUS,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
524,MEX,COS,2021,MEX2021,COS2021,COS2021MEX2021,1,MEX,,,,,,,,,COS,,,,,2017,Yes,2022,6,C (Fruits and Vegetables),CAN,CHN,EU,SAL,HON,IND,PAN,RUS,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
524,MEX,COS,2022,MEX2022,COS2022,COS2022MEX2022,1,MEX,,,,,,,,,COS,,,,,2017,Yes,2022,6,C (Fruits and Vegetables),CAN,CHN,EU,SAL,HON,IND,PAN,RUS,USA,,,,,,,,,,,,,,,,,,,,,,,,,,
525,RUS,UKR,2017,RUS2017,UKR2017,RUS2017UKR2017,1,RUS,,,,,,,,,UKR,,,,,2017,No,2017,1,W (Not Industry-Specific),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
526,QAT,UAE,2017,QAT2017,UAE2017,QAT2017UAE2017,1,QAT,,,,,,,,,UAE,,,,,2017,Yes,2022,6,W (Not Industry-Specific),AFG,AUL,BAH,BRA,CAN,CHN,EGY,EU,GUA,HON,JPN,KZK,ROK,MAL,MEX,NOR,PHI,RUS,SAU,SIN,TAW,TUR,UKR,USA,YEM,,,,,,,,,,
526,QAT,UAE,2018,QAT2018,UAE2018,QAT2018UAE2018,1,QAT,,,,,,,,,UAE,,,,,2017,Yes,2022,6,W (Not Industry-Specific),AFG,AUL,BAH,BRA,CAN,CHN,EGY,EU,GUA,HON,JPN,KZK,ROK,MAL,MEX,NOR,PHI,RUS,SAU,SIN,TAW,TUR,UKR,USA,YEM,,,,,,,,,,
526,QAT,UAE,2019,QAT2019,UAE2019,QAT2019UAE2019,1,QAT,,,,,,,,,UAE,,,,,2017,Yes,2022,6,W (Not Industry-Specific),AFG,AUL,BAH,BRA,CAN,CHN,EGY,EU,GUA,HON,JPN,KZK,ROK,MAL,MEX,NOR,PHI,RUS,SAU,SIN,TAW,TUR,UKR,USA,YEM,,,,,,,,,,
526,QAT,UAE,2020,QAT2020,UAE2020,QAT2020UAE2020,1,QAT,,,,,,,,,UAE,,,,,2017,Yes,2022,6,W (Not Industry-Specific),AFG,AUL,BAH,BRA,CAN,CHN,EGY,EU,GUA,HON,JPN,KZK,ROK,MAL,MEX,NOR,PHI,RUS,SAU,SIN,TAW,TUR,UKR,USA,YEM,,,,,,,,,,
526,QAT,UAE,2021,QAT2021,UAE2021,QAT2021UAE2021,1,QAT,,,,,,,,,UAE,,,,,2017,Yes,2022,6,W (Not Industry-Specific),AFG,AUL,BAH,BRA,CAN,CHN,EGY,EU,GUA,HON,JPN,KZK,ROK,MAL,MEX,NOR,PHI,RUS,SAU,SIN,TAW,TUR,UKR,USA,YEM,,,,,,,,,,
526,QAT,UAE,2022,QAT2022,UAE2022,QAT2022UAE2022,1,QAT,,,,,,,,,UAE,,,,,2017,Yes,2022,6,W (Not Industry-Specific),AFG,AUL,BAH,BRA,CAN,CHN,EGY,EU,GUA,HON,JPN,KZK,ROK,MAL,MEX,NOR,PHI,RUS,SAU,SIN,TAW,TUR,UKR,USA,YEM,,,,,,,,,,
527,QAT,BAH,2017,QAT2017,BAH2017,BAH2017QAT2017,1,QAT,,,,,,,,,BAH,,,,,2017,No,2017,1,W (Not Industry-Specific),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
528,QAT,SAU,2017,QAT2017,SAU2017,QAT2017SAU2017,1,QAT,,,,,,,,,SAU,,,,,2017,No,2017,1,W (Not Industry-Specific),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
529,INS,AUL,2017,INS2017,AUL2017,AUL2017INS2017,1,INS,,,,,,,,,AUL,,,,,2017,Yes,2020,4,"O (Wood, Paper, Furniture)",CAN,CHN,EU,EGY,IND,ISR,JPN,ROK,RUS,SIN,THI,UKR,USA,DRV,,,,,,,,,,,,,,,,,,,,,
529,INS,AUL,2018,INS2018,AUL2018,AUL2018INS2018,1,INS,,,,,,,,,AUL,,,,,2017,Yes,2020,4,"O (Wood, Paper, Furniture)",CAN,CHN,EU,EGY,IND,ISR,JPN,ROK,RUS,SIN,THI,UKR,USA,DRV,,,,,,,,,,,,,,,,,,,,,
529,INS,AUL,2019,INS2019,AUL2019,AUL2019INS2019,1,INS,,,,,,,,,AUL,,,,,2017,Yes,2020,4,"O (Wood, Paper, Furniture)",CAN,CHN,EU,EGY,IND,ISR,JPN,ROK,RUS,SIN,THI,UKR,USA,DRV,,,,,,,,,,,,,,,,,,,,,
529,INS,AUL,2020,INS2020,AUL2020,AUL2020INS2020,1,INS,,,,,,,,,AUL,,,,,2017,Yes,2020,4,"O (Wood, Paper, Furniture)",CAN,CHN,EU,EGY,IND,ISR,JPN,ROK,RUS,SIN,THI,UKR,USA,DRV,,,,,,,,,,,,,,,,,,,,,
530,UKR,KZK,2017,UKR2017,KZK2017,KZK2017UKR2017,1,UKR,,,,,,,,,KZK,,,,,2017,No,2017,1,L (Minerals and Metals),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
531,USA,CAN,2017,USA2017,CAN2017,CAN2017USA2017,1,USA,,,,,,,,,CAN,,,,,2017,Yes,2018,2,H (Beverages and Tobacco),ARG,AUL,CHL,CHN,EU,IND,ISR,ROK,MEX,NEW,RUS,ROK,TAW,,,,,,,,,,,,,,,,,,,,,,
531,USA,CAN,2018,USA2018,CAN2018,CAN2018USA2018,1,USA,,,,,,,,,CAN,,,,,2017,Yes,2018,2,H (Beverages and Tobacco),ARG,AUL,CHL,CHN,EU,IND,ISR,ROK,MEX,NEW,RUS,ROK,TAW,,,,,,,,,,,,,,,,,,,,,,
532,UKR,RUS,2017,UKR2017,RUS2017,RUS2017UKR2017,1,UKR,,,,,,,,,RUS,,,,,2017,No,2017,1,H (Beverages and Tobacco),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,CAN,USA,2017,CAN2017,USA2017,CAN2017USA2017,1,CAN,,,,,,,,,USA,,,,,2017,Yes,2022,6,"O (Wood, Paper, Furniture)",BRA,CHN,EU,JPN,KZK,ROK,RUS,TUR,DRV,,,,,,,,,,,,,,,,,,,,,,,,,,
533,CAN,USA,2018,CAN2018,USA2018,CAN2018USA2018,1,CAN,,,,,,,,,USA,,,,,2017,Yes,2022,6,"O (Wood, Paper, Furniture)",BRA,CHN,EU,JPN,KZK,ROK,RUS,TUR,DRV,,,,,,,,,,,,,,,,,,,,,,,,,,
533,CAN,USA,2019,CAN2019,USA2019,CAN2019USA2019,1,CAN,,,,,,,,,USA,,,,,2017,Yes,2022,6,"O (Wood, Paper, Furniture)",BRA,CHN,EU,JPN,KZK,ROK,RUS,TUR,DRV,,,,,,,,,,,,,,,,,,,,,,,,,,
533,CAN,USA,2020,CAN2020,USA2020,CAN2020USA2020,1,CAN,,,,,,,,,USA,,,,,2017,Yes,2022,6,"O (Wood, Paper, Furniture)",BRA,CHN,EU,JPN,KZK,ROK,RUS,TUR,DRV,,,,,,,,,,,,,,,,,,,,,,,,,,
533,CAN,USA,2021,CAN2021,USA2021,CAN2021USA2021,1,CAN,,,,,,,,,USA,,,,,2017,Yes,2022,6,"O (Wood, Paper, Furniture)",BRA,CHN,EU,JPN,KZK,ROK,RUS,TUR,DRV,,,,,,,,,,,,,,,,,,,,,,,,,,
533,CAN,USA,2022,CAN2022,USA2022,CAN2022USA2022,1,CAN,,,,,,,,,USA,,,,,2017,Yes,2022,6,"O (Wood, Paper, Furniture)",BRA,CHN,EU,JPN,KZK,ROK,RUS,TUR,DRV,,,,,,,,,,,,,,,,,,,,,,,,,,
534,CAN,USA,2017,CAN2017,USA2017,CAN2017USA2017,1,CAN,,,,,,,,,USA,,,,,2017,Yes,2022,6,"O (Wood, Paper, Furniture)",BRA,CHN,EU,JPN,KZK,ROK,RUS,DRV,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,CAN,USA,2018,CAN2018,USA2018,CAN2018USA2018,1,CAN,,,,,,,,,USA,,,,,2017,Yes,2022,6,"O (Wood, Paper, Furniture)",BRA,CHN,EU,JPN,KZK,ROK,RUS,DRV,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,CAN,USA,2019,CAN2019,USA2019,CAN2019USA2019,1,CAN,,,,,,,,,USA,,,,,2017,Yes,2022,6,"O (Wood, Paper, Furniture)",BRA,CHN,EU,JPN,KZK,ROK,RUS,DRV,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,CAN,USA,2020,CAN2020,USA2020,CAN2020USA2020,1,CAN,,,,,,,,,USA,,,,,2017,Yes,2022,6,"O (Wood, Paper, Furniture)",BRA,CHN,EU,JPN,KZK,ROK,RUS,DRV,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,CAN,USA,2021,CAN2021,USA2021,CAN2021USA2021,1,CAN,,,,,,,,,USA,,,,,2017,Yes,2022,6,"O (Wood, Paper, Furniture)",BRA,CHN,EU,JPN,KZK,ROK,RUS,DRV,,,,,,,,,,,,,,,,,,,,,,,,,,,
534,CAN,USA,2022,CAN2022,USA2022,CAN2022USA2022,1,CAN,,,,,,,,,USA,,,,,2017,Yes,2022,6,"O (Wood, Paper, Furniture)",BRA,CHN,EU,JPN,KZK,ROK,RUS,DRV,,,,,,,,,,,,,,,,,,,,,,,,,,,
535,CAN,USA,2017,CAN2017,USA2017,CAN2017USA2017,1,CAN,,,,,,,,,USA,,,,,2017,No,2017,1,W (Not Industry-Specific),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
536,DRV,USA,2018,DRV2018,USA2018,DRV2018USA2018,1,DRV,,,,,,,,,USA,,,,,2018,Yes,2022,5,K (Fish and Fish Products),CAN,CHN,EU,EGY,IND,JPN,MAL,RUS,SIN,THI,,,,,,,,,,,,,,,,,,,,,,,,,
536,DRV,USA,2019,DRV2019,USA2019,DRV2019USA2019,1,DRV,,,,,,,,,USA,,,,,2018,Yes,2022,5,K (Fish and Fish Products),CAN,CHN,EU,EGY,IND,JPN,MAL,RUS,SIN,THI,,,,,,,,,,,,,,,,,,,,,,,,,
536,DRV,USA,2020,DRV2020,USA2020,DRV2020USA2020,1,DRV,,,,,,,,,USA,,,,,2018,Yes,2022,5,K (Fish and Fish Products),CAN,CHN,EU,EGY,IND,JPN,MAL,RUS,SIN,THI,,,,,,,,,,,,,,,,,,,,,,,,,
536,DRV,USA,2021,DRV2021,USA2021,DRV2021USA2021,1,DRV,,,,,,,,,USA,,,,,2018,Yes,2022,5,K (Fish and Fish Products),CAN,CHN,EU,EGY,IND,JPN,MAL,RUS,SIN,THI,,,,,,,,,,,,,,,,,,,,,,,,,
536,DRV,USA,2022,DRV2022,USA2022,DRV2022USA2022,1,DRV,,,,,,,,,USA,,,,,2018,Yes,2022,5,K (Fish and Fish Products),CAN,CHN,EU,EGY,IND,JPN,MAL,RUS,SIN,THI,,,,,,,,,,,,,,,,,,,,,,,,,
537,AUL,CAN,2018,AUL2018,CAN2018,AUL2018CAN2018,1,AUL,,,,,,,,,CAN,,,,,2018,Yes,2021,4,H (Beverages and Tobacco),ARG,CHL,CHN,EU,IND,ISR,ROK,MEX,NEW,RUS,SAF,TAW,UKR,USA,URU,,,,,,,,,,,,,,,,,,,,
537,AUL,CAN,2019,AUL2019,CAN2019,AUL2019CAN2019,1,AUL,,,,,,,,,CAN,,,,,2018,Yes,2021,4,H (Beverages and Tobacco),ARG,CHL,CHN,EU,IND,ISR,ROK,MEX,NEW,RUS,SAF,TAW,UKR,USA,URU,,,,,,,,,,,,,,,,,,,,
537,AUL,CAN,2020,AUL2020,CAN2020,AUL2020CAN2020,1,AUL,,,,,,,,,CAN,,,,,2018,Yes,2021,4,H (Beverages and Tobacco),ARG,CHL,CHN,EU,IND,ISR,ROK,MEX,NEW,RUS,SAF,TAW,UKR,USA,URU,,,,,,,,,,,,,,,,,,,,
537,AUL,CAN,2021,AUL2021,CAN2021,AUL2021CAN2021,1,AUL,,,,,,,,,CAN,,,,,2018,Yes,2021,4,H (Beverages and Tobacco),ARG,CHL,CHN,EU,IND,ISR,ROK,MEX,NEW,RUS,SAF,TAW,UKR,USA,URU,,,,,,,,,,,,,,,,,,,,
538,UAE,PAK,2018,UAE2018,PAK2018,PAK2018UAE2018,1,UAE,,,,,,,,,PAK,,,,,2018,Yes,2022,5,V (Other Manufactures),AFG,CHN,EU,JPN,OMA ,RUS,SAU,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,UAE,PAK,2019,UAE2019,PAK2019,PAK2019UAE2019,1,UAE,,,,,,,,,PAK,,,,,2018,Yes,2022,5,V (Other Manufactures),AFG,CHN,EU,JPN,OMA ,RUS,SAU,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,UAE,PAK,2020,UAE2020,PAK2020,PAK2020UAE2020,1,UAE,,,,,,,,,PAK,,,,,2018,Yes,2022,5,V (Other Manufactures),AFG,CHN,EU,JPN,OMA ,RUS,SAU,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,UAE,PAK,2021,UAE2021,PAK2021,PAK2021UAE2021,1,UAE,,,,,,,,,PAK,,,,,2018,Yes,2022,5,V (Other Manufactures),AFG,CHN,EU,JPN,OMA ,RUS,SAU,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,
538,UAE,PAK,2022,UAE2022,PAK2022,PAK2022UAE2022,1,UAE,,,,,,,,,PAK,,,,,2018,Yes,2022,5,V (Other Manufactures),AFG,CHN,EU,JPN,OMA ,RUS,SAU,USA,,,,,,,,,,,,,,,,,,,,,,,,,,,
539,ROK,USA,2018,ROK2018,USA2018,ROK2018USA2018,1,ROK,,,,,,,,,USA,,,,,2018,Yes,2022,5,W (Not Industry-Specific),BRA,CAN,CHN,EGY,EU,IND,JPN,KZK,MEX,NOR,RUS,,,,,,,,,,,,,,,,,,,,,,,,
